"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"147","-0.5 (1.01, CI: -2.47, 1.48)","-4.9 (0.89, CI: -6.62, -3.14)","-8.68 (0.87, CI: -10.33, -6.93)","-11.94 (0.92, CI: -13.67, -10.08)","-14.78 (1.02, CI: -16.74, -12.74)","-17.3 (1.15, CI: -19.47, -14.98)","-19.53 (1.28, CI: -21.97, -16.97)","-21.47 (1.43, CI: -24.24, -18.6)","-23.1 (1.58, CI: -26.17, -19.92)","-24.43 (1.75, CI: -27.81, -20.91)","-25.48 (1.92, CI: -29.17, -21.64)","-26.25 (2.12, CI: -30.36, -22)","-26.65 (2.36, CI: -31.27, -21.91)","-211.44 (15.55, CI: -241.2, -179.92)","5.47","1.26","Yes"
"216","-0.31 (0.57, CI: -1.41, 0.78)","-0.81 (0.49, CI: -1.73, 0.16)","-1.14 (0.5, CI: -2.08, -0.16)","-1.36 (0.56, CI: -2.42, -0.26)","-1.53 (0.64, CI: -2.77, -0.26)","-1.7 (0.73, CI: -3.09, -0.22)","-1.81 (0.83, CI: -3.39, -0.12)","-1.83 (0.94, CI: -3.61, 0.07)","-1.76 (1.06, CI: -3.77, 0.37)","-1.64 (1.18, CI: -3.89, 0.74)","-1.48 (1.32, CI: -4, 1.18)","-1.26 (1.49, CI: -4.16, 1.74)","-0.94 (1.69, CI: -4.26, 2.44)","-16.94 (10.12, CI: -36.01, 3.77)","3.36","0.93","Yes"
"191","0.19 (0.35, CI: -0.48, 0.87)","-4.4 (0.3, CI: -5, -3.81)","-8.33 (0.35, CI: -9.01, -7.66)","-11.71 (0.43, CI: -12.54, -10.9)","-14.62 (0.52, CI: -15.64, -13.64)","-17.16 (0.62, CI: -18.37, -15.99)","-19.37 (0.72, CI: -20.75, -18)","-21.29 (0.82, CI: -22.86, -19.69)","-22.92 (0.92, CI: -24.68, -21.11)","-24.28 (1.03, CI: -26.23, -22.24)","-25.34 (1.14, CI: -27.54, -23.07)","-26.08 (1.26, CI: -28.55, -23.56)","-26.41 (1.4, CI: -29.16, -23.61)","-208.61 (8.49, CI: -224.99, -191.95)","0.98","1.1","Yes"
"217","0.2 (0.35, CI: -0.5, 0.91)","-4.39 (0.3, CI: -4.99, -3.79)","-8.33 (0.36, CI: -9.04, -7.63)","-11.72 (0.44, CI: -12.58, -10.86)","-14.64 (0.54, CI: -15.68, -13.6)","-17.19 (0.64, CI: -18.43, -15.94)","-19.41 (0.74, CI: -20.87, -17.94)","-21.33 (0.86, CI: -22.99, -19.65)","-22.96 (0.97, CI: -24.82, -21.07)","-24.31 (1.08, CI: -26.39, -22.2)","-25.38 (1.2, CI: -27.67, -23.03)","-26.14 (1.32, CI: -28.67, -23.5)","-26.5 (1.46, CI: -29.29, -23.61)","-208.94 (8.83, CI: -226.06, -191.71)","0.94","1.16","Yes"
"244","-0.16 (0.54, CI: -1.2, 0.92)","-0.75 (0.46, CI: -1.64, 0.16)","-1.16 (0.48, CI: -2.09, -0.22)","-1.42 (0.54, CI: -2.51, -0.36)","-1.61 (0.62, CI: -2.86, -0.37)","-1.76 (0.72, CI: -3.17, -0.33)","-1.84 (0.82, CI: -3.44, -0.23)","-1.83 (0.93, CI: -3.65, -0.02)","-1.75 (1.05, CI: -3.81, 0.3)","-1.62 (1.18, CI: -3.94, 0.67)","-1.45 (1.32, CI: -4.04, 1.12)","-1.21 (1.48, CI: -4.09, 1.73)","-0.87 (1.68, CI: -4.13, 2.46)","-16.92 (9.94, CI: -36.81, 2.79)","3.05","0.93","Yes"
"171","-0.47 (1, CI: -2.41, 1.5)","-4.87 (0.88, CI: -6.54, -3.17)","-8.65 (0.86, CI: -10.3, -7.04)","-11.91 (0.91, CI: -13.64, -10.2)","-14.75 (1, CI: -16.66, -12.83)","-17.26 (1.12, CI: -19.44, -15.12)","-19.5 (1.25, CI: -21.91, -17.06)","-21.43 (1.39, CI: -24.15, -18.7)","-23.06 (1.54, CI: -26.1, -20.01)","-24.39 (1.7, CI: -27.81, -21)","-25.44 (1.87, CI: -29.23, -21.73)","-26.2 (2.06, CI: -30.39, -22.11)","-26.6 (2.28, CI: -31.21, -22.09)","-211 (15.13, CI: -240.96, -181.44)","5.48","1.27","Yes"
"236","-0.17 (0.55, CI: -1.24, 0.92)","-0.76 (0.48, CI: -1.69, 0.17)","-1.16 (0.48, CI: -2.1, -0.22)","-1.43 (0.54, CI: -2.49, -0.38)","-1.61 (0.62, CI: -2.82, -0.4)","-1.75 (0.72, CI: -3.16, -0.35)","-1.83 (0.83, CI: -3.44, -0.2)","-1.82 (0.94, CI: -3.65, 0.03)","-1.75 (1.05, CI: -3.8, 0.31)","-1.61 (1.18, CI: -3.89, 0.71)","-1.44 (1.32, CI: -4.01, 1.14)","-1.2 (1.48, CI: -4.07, 1.71)","-0.86 (1.68, CI: -4.15, 2.43)","-16.88 (9.99, CI: -36.21, 2.54)","3.06","0.93","Yes"
"177","-0.48 (1.01, CI: -2.49, 1.55)","-4.97 (0.87, CI: -6.76, -3.27)","-8.81 (0.85, CI: -10.51, -7.16)","-12.1 (0.89, CI: -13.91, -10.35)","-14.95 (0.98, CI: -16.9, -12.98)","-17.43 (1.09, CI: -19.64, -15.23)","-19.61 (1.22, CI: -22.02, -17.17)","-21.5 (1.36, CI: -24.18, -18.85)","-23.11 (1.5, CI: -26.08, -20.26)","-24.44 (1.66, CI: -27.76, -21.3)","-25.48 (1.82, CI: -29.13, -22.06)","-26.23 (2.01, CI: -30.25, -22.42)","-26.58 (2.23, CI: -31.02, -22.32)","-212.15 (14.79, CI: -241.96, -183.03)","5.3","1.25","Yes"
"212","-0.19 (0.54, CI: -1.23, 0.83)","-0.78 (0.47, CI: -1.66, 0.13)","-1.19 (0.48, CI: -2.11, -0.24)","-1.46 (0.54, CI: -2.46, -0.38)","-1.65 (0.62, CI: -2.82, -0.41)","-1.79 (0.71, CI: -3.16, -0.38)","-1.87 (0.82, CI: -3.47, -0.25)","-1.86 (0.92, CI: -3.69, -0.02)","-1.79 (1.04, CI: -3.83, 0.28)","-1.66 (1.16, CI: -3.94, 0.63)","-1.49 (1.3, CI: -4.02, 1.07)","-1.25 (1.46, CI: -4.08, 1.62)","-0.91 (1.66, CI: -4.17, 2.32)","-17.33 (9.91, CI: -36.64, 2.41)","3.02","0.93","Yes"
"195","-0.45 (1.01, CI: -2.38, 1.53)","-4.86 (0.88, CI: -6.53, -3.1)","-8.64 (0.86, CI: -10.29, -6.97)","-11.9 (0.91, CI: -13.66, -10.12)","-14.74 (1.01, CI: -16.74, -12.76)","-17.26 (1.13, CI: -19.53, -15.04)","-19.49 (1.27, CI: -22.03, -17)","-21.42 (1.42, CI: -24.25, -18.64)","-23.05 (1.57, CI: -26.17, -19.99)","-24.38 (1.74, CI: -27.86, -20.97)","-25.42 (1.92, CI: -29.24, -21.69)","-26.18 (2.12, CI: -30.33, -22.07)","-26.57 (2.36, CI: -31.24, -22)","-210.86 (15.42, CI: -240.93, -180.72)","5.45","1.26","Yes"
"165","-0.52 (0.99, CI: -2.41, 1.41)","-4.99 (0.86, CI: -6.68, -3.35)","-8.83 (0.84, CI: -10.49, -7.22)","-12.12 (0.89, CI: -13.93, -10.4)","-14.96 (0.99, CI: -17, -13.04)","-17.44 (1.11, CI: -19.69, -15.28)","-19.62 (1.24, CI: -22.12, -17.19)","-21.5 (1.39, CI: -24.28, -18.77)","-23.11 (1.54, CI: -26.15, -20.05)","-24.44 (1.7, CI: -27.8, -21.08)","-25.49 (1.88, CI: -29.14, -21.77)","-26.24 (2.08, CI: -30.24, -22.19)","-26.59 (2.31, CI: -31.07, -22.09)","-212.3 (15.09, CI: -242.76, -182.14)","5.31","1.24","Yes"
"185","-0.03 (0.53, CI: -1.08, 0.96)","-4.55 (0.46, CI: -5.49, -3.69)","-8.43 (0.47, CI: -9.39, -7.53)","-11.77 (0.52, CI: -12.81, -10.76)","-14.67 (0.59, CI: -15.87, -13.51)","-17.22 (0.68, CI: -18.58, -15.87)","-19.46 (0.78, CI: -21.01, -17.91)","-21.41 (0.88, CI: -23.13, -19.62)","-23.05 (0.99, CI: -24.96, -21.06)","-24.41 (1.09, CI: -26.55, -22.2)","-25.47 (1.21, CI: -27.86, -23.07)","-26.24 (1.33, CI: -28.89, -23.58)","-26.61 (1.47, CI: -29.52, -23.65)","-210.01 (9.37, CI: -228.56, -191.12)","3.27","1.11","Yes"
"206","-0.31 (0.39, CI: -1.1, 0.44)","-0.92 (0.31, CI: -1.54, -0.32)","-1.35 (0.32, CI: -1.99, -0.74)","-1.65 (0.36, CI: -2.37, -0.95)","-1.9 (0.42, CI: -2.74, -1.08)","-2.13 (0.49, CI: -3.09, -1.19)","-2.32 (0.57, CI: -3.44, -1.23)","-2.44 (0.65, CI: -3.72, -1.2)","-2.5 (0.73, CI: -3.95, -1.09)","-2.51 (0.83, CI: -4.14, -0.92)","-2.49 (0.93, CI: -4.34, -0.67)","-2.42 (1.05, CI: -4.56, -0.36)","-2.27 (1.21, CI: -4.75, 0.12)","-23.91 (6.89, CI: -37.61, -10.34)","2.57","0.86","Yes"
"173","-0.02 (0.51, CI: -1.05, 0.98)","-4.54 (0.45, CI: -5.42, -3.67)","-8.41 (0.46, CI: -9.31, -7.52)","-11.76 (0.51, CI: -12.74, -10.78)","-14.66 (0.59, CI: -15.81, -13.55)","-17.2 (0.67, CI: -18.54, -15.93)","-19.45 (0.77, CI: -20.97, -17.97)","-21.39 (0.87, CI: -23.11, -19.7)","-23.04 (0.97, CI: -24.97, -21.14)","-24.39 (1.08, CI: -26.5, -22.27)","-25.46 (1.19, CI: -27.79, -23.1)","-26.22 (1.31, CI: -28.75, -23.65)","-26.59 (1.45, CI: -29.45, -23.76)","-209.81 (9.25, CI: -228.03, -191.7)","3.26","1.11","Yes"
"153","-0.48 (1.01, CI: -2.47, 1.49)","-4.96 (0.87, CI: -6.68, -3.26)","-8.8 (0.85, CI: -10.41, -7.15)","-12.08 (0.89, CI: -13.81, -10.35)","-14.92 (0.98, CI: -16.83, -13.03)","-17.39 (1.1, CI: -19.53, -15.28)","-19.56 (1.24, CI: -21.94, -17.17)","-21.44 (1.38, CI: -24.13, -18.77)","-23.04 (1.53, CI: -26.01, -20.07)","-24.37 (1.69, CI: -27.65, -21.07)","-25.41 (1.87, CI: -29.05, -21.75)","-26.15 (2.07, CI: -30.15, -22.1)","-26.5 (2.3, CI: -30.97, -21.94)","-211.62 (15.04, CI: -240.63, -182.4)","5.3","1.25","Yes"
"218","-0.08 (0.26, CI: -0.6, 0.46)","-0.77 (0.23, CI: -1.21, -0.32)","-1.28 (0.27, CI: -1.82, -0.75)","-1.65 (0.34, CI: -2.32, -0.99)","-1.94 (0.4, CI: -2.73, -1.15)","-2.17 (0.48, CI: -3.12, -1.24)","-2.35 (0.56, CI: -3.45, -1.25)","-2.46 (0.65, CI: -3.74, -1.19)","-2.52 (0.74, CI: -3.94, -1.09)","-2.55 (0.83, CI: -4.14, -0.93)","-2.56 (0.92, CI: -4.37, -0.73)","-2.53 (1.03, CI: -4.53, -0.53)","-2.45 (1.15, CI: -4.67, -0.2)","-24.04 (6.7, CI: -37.06, -11.08)","0.47","0.9","Yes"
"228","-0.17 (0.54, CI: -1.24, 0.89)","-0.76 (0.48, CI: -1.68, 0.19)","-1.18 (0.49, CI: -2.11, -0.18)","-1.45 (0.55, CI: -2.51, -0.35)","-1.64 (0.63, CI: -2.87, -0.41)","-1.78 (0.72, CI: -3.23, -0.39)","-1.86 (0.82, CI: -3.52, -0.26)","-1.86 (0.93, CI: -3.72, -0.03)","-1.79 (1.05, CI: -3.88, 0.25)","-1.66 (1.17, CI: -3.99, 0.64)","-1.49 (1.31, CI: -4.08, 1.1)","-1.25 (1.47, CI: -4.12, 1.65)","-0.92 (1.66, CI: -4.14, 2.44)","-17.25 (10, CI: -37.15, 2.28)","3.05","0.93","Yes"
"189","-0.5 (0.98, CI: -2.45, 1.46)","-4.97 (0.85, CI: -6.64, -3.29)","-8.8 (0.83, CI: -10.47, -7.2)","-12.09 (0.88, CI: -13.87, -10.4)","-14.93 (0.98, CI: -16.89, -13.04)","-17.41 (1.1, CI: -19.61, -15.27)","-19.58 (1.22, CI: -22.03, -17.21)","-21.46 (1.36, CI: -24.19, -18.84)","-23.07 (1.51, CI: -26.08, -20.17)","-24.4 (1.67, CI: -27.73, -21.2)","-25.45 (1.84, CI: -29.14, -21.91)","-26.2 (2.03, CI: -30.27, -22.33)","-26.57 (2.26, CI: -31.09, -22.23)","-211.92 (14.84, CI: -241.51, -183.34)","5.3","1.25","Yes"
"201","-0.47 (1, CI: -2.45, 1.58)","-4.95 (0.89, CI: -6.73, -3.13)","-8.78 (0.87, CI: -10.53, -7.05)","-12.07 (0.91, CI: -13.91, -10.29)","-14.9 (1.01, CI: -16.92, -12.93)","-17.38 (1.12, CI: -19.64, -15.17)","-19.55 (1.25, CI: -22.07, -17.12)","-21.43 (1.39, CI: -24.22, -18.73)","-23.04 (1.54, CI: -26.11, -20.04)","-24.36 (1.69, CI: -27.79, -21.06)","-25.4 (1.86, CI: -29.15, -21.74)","-26.15 (2.05, CI: -30.28, -22.1)","-26.5 (2.26, CI: -31.08, -22.09)","-211.49 (15.18, CI: -242.03, -181.6)","5.3","1.25","Yes"
"183","-0.47 (1.02, CI: -2.44, 1.54)","-4.86 (0.89, CI: -6.59, -3.14)","-8.64 (0.87, CI: -10.27, -6.94)","-11.89 (0.92, CI: -13.64, -10.1)","-14.73 (1.01, CI: -16.7, -12.74)","-17.24 (1.13, CI: -19.45, -15.04)","-19.46 (1.26, CI: -21.94, -17.02)","-21.39 (1.4, CI: -24.16, -18.64)","-23.01 (1.55, CI: -26.06, -19.96)","-24.34 (1.7, CI: -27.66, -20.97)","-25.38 (1.87, CI: -28.96, -21.66)","-26.13 (2.06, CI: -30.09, -22.02)","-26.52 (2.28, CI: -30.96, -22.01)","-210.58 (15.23, CI: -240.07, -180.54)","5.45","1.27","Yes"
"159","-0.48 (1, CI: -2.44, 1.46)","-4.88 (0.87, CI: -6.61, -3.13)","-8.66 (0.85, CI: -10.36, -6.93)","-11.91 (0.91, CI: -13.68, -10.09)","-14.74 (1.01, CI: -16.73, -12.74)","-17.25 (1.13, CI: -19.46, -15.05)","-19.47 (1.27, CI: -21.94, -17)","-21.4 (1.41, CI: -24.14, -18.63)","-23.01 (1.56, CI: -26.07, -19.93)","-24.33 (1.73, CI: -27.67, -20.89)","-25.37 (1.9, CI: -29.03, -21.61)","-26.11 (2.1, CI: -30.17, -21.97)","-26.48 (2.33, CI: -31.01, -21.9)","-210.62 (15.33, CI: -240.67, -180.62)","5.46","1.27","Yes"
"220","-0.17 (0.53, CI: -1.21, 0.9)","-0.76 (0.46, CI: -1.65, 0.15)","-1.17 (0.48, CI: -2.11, -0.23)","-1.43 (0.54, CI: -2.47, -0.36)","-1.62 (0.63, CI: -2.82, -0.39)","-1.77 (0.72, CI: -3.16, -0.34)","-1.84 (0.83, CI: -3.46, -0.2)","-1.84 (0.94, CI: -3.67, 0.02)","-1.76 (1.06, CI: -3.82, 0.35)","-1.63 (1.2, CI: -3.96, 0.72)","-1.45 (1.34, CI: -4.05, 1.19)","-1.21 (1.5, CI: -4.1, 1.8)","-0.88 (1.7, CI: -4.19, 2.57)","-17.01 (10.05, CI: -36.33, 2.6)","3.07","0.93","Yes"
"149","-0.03 (0.53, CI: -1.08, 1.02)","-4.55 (0.46, CI: -5.46, -3.65)","-8.43 (0.46, CI: -9.35, -7.51)","-11.77 (0.51, CI: -12.78, -10.76)","-14.67 (0.59, CI: -15.83, -13.52)","-17.22 (0.68, CI: -18.56, -15.89)","-19.46 (0.77, CI: -20.98, -17.94)","-21.4 (0.88, CI: -23.13, -19.69)","-23.05 (0.98, CI: -25.01, -21.1)","-24.4 (1.09, CI: -26.55, -22.23)","-25.47 (1.21, CI: -27.85, -23.06)","-26.23 (1.33, CI: -28.88, -23.58)","-26.6 (1.48, CI: -29.48, -23.69)","-209.96 (9.35, CI: -228.6, -191.72)","3.26","1.11","Yes"
"222","-0.3 (0.39, CI: -1.06, 0.48)","-0.92 (0.32, CI: -1.55, -0.31)","-1.37 (0.32, CI: -2.01, -0.73)","-1.67 (0.37, CI: -2.4, -0.96)","-1.92 (0.43, CI: -2.79, -1.09)","-2.16 (0.5, CI: -3.16, -1.19)","-2.36 (0.58, CI: -3.5, -1.24)","-2.48 (0.66, CI: -3.78, -1.22)","-2.55 (0.74, CI: -4.01, -1.1)","-2.57 (0.84, CI: -4.22, -0.94)","-2.55 (0.94, CI: -4.38, -0.73)","-2.48 (1.07, CI: -4.56, -0.41)","-2.32 (1.22, CI: -4.71, 0.05)","-24.34 (6.99, CI: -38.1, -10.89)","2.57","0.87","Yes"
"197","0 (0.52, CI: -1, 1.01)","-4.52 (0.45, CI: -5.39, -3.63)","-8.4 (0.46, CI: -9.3, -7.47)","-11.74 (0.51, CI: -12.74, -10.73)","-14.64 (0.59, CI: -15.8, -13.47)","-17.19 (0.68, CI: -18.5, -15.84)","-19.43 (0.78, CI: -20.96, -17.89)","-21.37 (0.88, CI: -23.11, -19.67)","-23.02 (0.98, CI: -24.97, -21.12)","-24.37 (1.09, CI: -26.51, -22.27)","-25.43 (1.2, CI: -27.77, -23.11)","-26.19 (1.33, CI: -28.8, -23.63)","-26.56 (1.47, CI: -29.45, -23.68)","-209.6 (9.34, CI: -227.72, -191.22)","3.25","1.11","Yes"
"224","-0.32 (0.57, CI: -1.45, 0.79)","-0.81 (0.5, CI: -1.77, 0.17)","-1.13 (0.51, CI: -2.12, -0.13)","-1.35 (0.57, CI: -2.47, -0.23)","-1.51 (0.65, CI: -2.83, -0.25)","-1.67 (0.74, CI: -3.2, -0.22)","-1.77 (0.85, CI: -3.46, -0.1)","-1.78 (0.96, CI: -3.67, 0.1)","-1.71 (1.08, CI: -3.84, 0.4)","-1.58 (1.22, CI: -3.96, 0.79)","-1.41 (1.36, CI: -4.13, 1.25)","-1.17 (1.53, CI: -4.17, 1.82)","-0.85 (1.74, CI: -4.29, 2.56)","-16.48 (10.41, CI: -36.96, 3.92)","3.36","0.93","Yes"
"214","-0.3 (0.39, CI: -1.11, 0.44)","-0.92 (0.32, CI: -1.57, -0.31)","-1.35 (0.32, CI: -2, -0.71)","-1.65 (0.36, CI: -2.37, -0.94)","-1.89 (0.42, CI: -2.72, -1.07)","-2.12 (0.49, CI: -3.09, -1.17)","-2.31 (0.57, CI: -3.45, -1.22)","-2.43 (0.65, CI: -3.75, -1.18)","-2.48 (0.74, CI: -3.97, -1.06)","-2.5 (0.83, CI: -4.16, -0.89)","-2.48 (0.94, CI: -4.28, -0.64)","-2.4 (1.06, CI: -4.41, -0.28)","-2.24 (1.22, CI: -4.56, 0.18)","-23.79 (6.91, CI: -37.8, -10.2)","2.58","0.86","Yes"
"161","-0.02 (0.53, CI: -1.08, 1.04)","-4.53 (0.46, CI: -5.47, -3.61)","-8.41 (0.47, CI: -9.35, -7.5)","-11.74 (0.51, CI: -12.75, -10.72)","-14.63 (0.59, CI: -15.77, -13.47)","-17.18 (0.68, CI: -18.49, -15.82)","-19.41 (0.78, CI: -20.93, -17.89)","-21.35 (0.88, CI: -23.05, -19.6)","-22.99 (0.98, CI: -24.89, -21.02)","-24.34 (1.09, CI: -26.44, -22.17)","-25.39 (1.2, CI: -27.7, -23.04)","-26.15 (1.32, CI: -28.69, -23.56)","-26.51 (1.46, CI: -29.34, -23.64)","-209.39 (9.32, CI: -227.36, -190.65)","3.27","1.11","Yes"
"232","-0.3 (0.59, CI: -1.43, 0.85)","-0.8 (0.51, CI: -1.8, 0.2)","-1.13 (0.51, CI: -2.13, -0.13)","-1.35 (0.57, CI: -2.45, -0.22)","-1.52 (0.64, CI: -2.77, -0.24)","-1.67 (0.73, CI: -3.1, -0.24)","-1.78 (0.83, CI: -3.39, -0.15)","-1.79 (0.94, CI: -3.61, 0.05)","-1.71 (1.05, CI: -3.73, 0.34)","-1.58 (1.18, CI: -3.83, 0.68)","-1.41 (1.31, CI: -3.94, 1.16)","-1.17 (1.47, CI: -3.99, 1.77)","-0.85 (1.67, CI: -4.06, 2.54)","-16.49 (10.09, CI: -36.39, 3.19)","3.37","0.93","Yes"
"238","-0.3 (0.39, CI: -1.08, 0.46)","-0.92 (0.32, CI: -1.55, -0.31)","-1.35 (0.32, CI: -1.99, -0.72)","-1.65 (0.36, CI: -2.37, -0.92)","-1.89 (0.42, CI: -2.72, -1.04)","-2.12 (0.49, CI: -3.08, -1.15)","-2.31 (0.57, CI: -3.46, -1.2)","-2.44 (0.65, CI: -3.73, -1.14)","-2.49 (0.74, CI: -3.95, -1.01)","-2.51 (0.83, CI: -4.12, -0.85)","-2.49 (0.93, CI: -4.32, -0.64)","-2.41 (1.04, CI: -4.44, -0.36)","-2.26 (1.2, CI: -4.54, 0.11)","-23.88 (6.88, CI: -37.66, -10.24)","2.57","0.86","Yes"
"230","-0.31 (0.39, CI: -1.1, 0.44)","-0.93 (0.32, CI: -1.56, -0.33)","-1.36 (0.32, CI: -2.01, -0.74)","-1.66 (0.36, CI: -2.36, -0.96)","-1.91 (0.41, CI: -2.7, -1.1)","-2.14 (0.48, CI: -3.08, -1.18)","-2.34 (0.56, CI: -3.44, -1.21)","-2.46 (0.64, CI: -3.73, -1.18)","-2.52 (0.73, CI: -3.95, -1.08)","-2.53 (0.82, CI: -4.16, -0.93)","-2.51 (0.92, CI: -4.31, -0.72)","-2.44 (1.04, CI: -4.46, -0.45)","-2.28 (1.2, CI: -4.61, 0.01)","-24.1 (6.78, CI: -37.47, -10.91)","2.57","0.85","Yes"
"240","-0.31 (0.58, CI: -1.46, 0.82)","-0.81 (0.5, CI: -1.8, 0.17)","-1.14 (0.52, CI: -2.16, -0.12)","-1.36 (0.58, CI: -2.48, -0.22)","-1.53 (0.66, CI: -2.82, -0.25)","-1.69 (0.76, CI: -3.15, -0.21)","-1.8 (0.86, CI: -3.48, -0.14)","-1.81 (0.97, CI: -3.7, 0.07)","-1.75 (1.09, CI: -3.88, 0.35)","-1.62 (1.22, CI: -4.04, 0.72)","-1.45 (1.37, CI: -4.16, 1.16)","-1.22 (1.54, CI: -4.21, 1.69)","-0.91 (1.74, CI: -4.35, 2.44)","-16.79 (10.47, CI: -37.17, 3.41)","3.37","0.92","Yes"
"209","0.23 (0.38, CI: -0.51, 1.04)","-4.37 (0.31, CI: -4.99, -3.8)","-8.32 (0.36, CI: -9.03, -7.59)","-11.72 (0.45, CI: -12.56, -10.79)","-14.66 (0.56, CI: -15.67, -13.52)","-17.2 (0.66, CI: -18.39, -15.86)","-19.42 (0.75, CI: -20.83, -17.88)","-21.33 (0.86, CI: -22.96, -19.58)","-22.97 (0.97, CI: -24.8, -20.97)","-24.33 (1.09, CI: -26.37, -22.06)","-25.41 (1.22, CI: -27.63, -22.88)","-26.18 (1.36, CI: -28.6, -23.35)","-26.55 (1.51, CI: -29.22, -23.4)","-209.08 (8.95, CI: -225.63, -190.75)","0.93","1.16","Yes"
"215","-0.04 (1.01, CI: -1.99, 1.94)","-4.33 (0.88, CI: -6.06, -2.61)","-8.07 (0.86, CI: -9.75, -6.42)","-11.34 (0.91, CI: -13.13, -9.57)","-14.22 (1, CI: -16.18, -12.29)","-16.79 (1.12, CI: -18.98, -14.63)","-19.06 (1.25, CI: -21.47, -16.61)","-21.01 (1.4, CI: -23.71, -18.26)","-22.6 (1.54, CI: -25.6, -19.58)","-23.88 (1.7, CI: -27.2, -20.62)","-24.9 (1.87, CI: -28.52, -21.25)","-25.7 (2.06, CI: -29.69, -21.65)","-26.21 (2.28, CI: -30.63, -21.74)","-205.03 (15.15, CI: -234.59, -176.1)","5.29","1.22","Yes"
"208","-0.32 (0.58, CI: -1.44, 0.82)","-0.81 (0.5, CI: -1.78, 0.17)","-1.15 (0.51, CI: -2.14, -0.14)","-1.36 (0.56, CI: -2.46, -0.26)","-1.54 (0.64, CI: -2.77, -0.29)","-1.7 (0.74, CI: -3.13, -0.27)","-1.81 (0.84, CI: -3.46, -0.17)","-1.83 (0.95, CI: -3.66, 0.04)","-1.77 (1.06, CI: -3.8, 0.34)","-1.64 (1.19, CI: -3.95, 0.71)","-1.48 (1.33, CI: -4.09, 1.15)","-1.26 (1.49, CI: -4.19, 1.7)","-0.95 (1.69, CI: -4.31, 2.42)","-16.98 (10.16, CI: -36.76, 3.05)","3.35","0.92","Yes"
"223","0 (1.03, CI: -2.12, 2.04)","-4.29 (0.9, CI: -6.13, -2.48)","-8.02 (0.87, CI: -9.79, -6.32)","-11.29 (0.91, CI: -13.13, -9.5)","-14.17 (0.99, CI: -16.17, -12.23)","-16.74 (1.1, CI: -18.93, -14.63)","-19.01 (1.23, CI: -21.43, -16.67)","-20.96 (1.36, CI: -23.64, -18.34)","-22.55 (1.5, CI: -25.5, -19.62)","-23.83 (1.65, CI: -27.1, -20.61)","-24.86 (1.81, CI: -28.45, -21.25)","-25.66 (2, CI: -29.63, -21.66)","-26.19 (2.22, CI: -30.57, -21.75)","-204.49 (14.83, CI: -233.78, -175.7)","5.28","1.23","Yes"
"213","-0.15 (0.62, CI: -1.36, 1.07)","-4.61 (0.53, CI: -5.64, -3.56)","-8.47 (0.52, CI: -9.51, -7.43)","-11.82 (0.56, CI: -12.92, -10.72)","-14.75 (0.63, CI: -15.96, -13.53)","-17.34 (0.71, CI: -18.71, -15.93)","-19.63 (0.81, CI: -21.2, -18.06)","-21.6 (0.92, CI: -23.42, -19.83)","-23.24 (1.03, CI: -25.28, -21.25)","-24.58 (1.15, CI: -26.82, -22.35)","-25.64 (1.27, CI: -28.11, -23.15)","-26.44 (1.4, CI: -29.18, -23.68)","-26.88 (1.56, CI: -29.9, -23.83)","-211.66 (9.85, CI: -230.41, -192.44)","4.12","1.17","Yes"
"225","0.2 (0.35, CI: -0.49, 0.87)","-4.39 (0.3, CI: -5.01, -3.8)","-8.33 (0.37, CI: -9.1, -7.62)","-11.73 (0.45, CI: -12.67, -10.82)","-14.66 (0.55, CI: -15.74, -13.55)","-17.21 (0.65, CI: -18.48, -15.93)","-19.43 (0.76, CI: -20.91, -17.93)","-21.35 (0.87, CI: -23.08, -19.62)","-22.99 (0.99, CI: -24.97, -21.03)","-24.34 (1.11, CI: -26.55, -22.16)","-25.41 (1.24, CI: -27.85, -22.98)","-26.17 (1.36, CI: -28.84, -23.48)","-26.52 (1.49, CI: -29.4, -23.58)","-209.17 (9.04, CI: -227.03, -191.25)","0.92","1.17","Yes"
"243","0.1 (0.96, CI: -1.79, 1.99)","-4.34 (0.83, CI: -5.97, -2.7)","-8.19 (0.8, CI: -9.72, -6.61)","-11.53 (0.85, CI: -13.17, -9.9)","-14.44 (0.94, CI: -16.31, -12.61)","-16.98 (1.05, CI: -19.07, -14.93)","-19.18 (1.18, CI: -21.54, -16.9)","-21.07 (1.33, CI: -23.75, -18.48)","-22.66 (1.48, CI: -25.62, -19.75)","-23.97 (1.64, CI: -27.25, -20.74)","-25.03 (1.82, CI: -28.65, -21.48)","-25.81 (2.01, CI: -29.83, -21.84)","-26.26 (2.25, CI: -30.76, -21.8)","-206.28 (14.4, CI: -235.37, -178.28)","5","1.22","Yes"
