"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"57","-3.03 (1.11, CI: -5.37, -1)","-5.97 (1.03, CI: -8.04, -4.02)","-8.95 (1.07, CI: -11.06, -6.86)","-11.94 (1.15, CI: -14.27, -9.77)","-14.89 (1.22, CI: -17.3, -12.53)","-17.66 (1.3, CI: -20.18, -15.09)","-20.05 (1.38, CI: -22.77, -17.35)","-22.02 (1.47, CI: -24.98, -19.22)","-23.56 (1.55, CI: -26.68, -20.6)","-24.74 (1.62, CI: -28.08, -21.72)","-25.56 (1.69, CI: -28.85, -22.23)","-26.13 (1.75, CI: -29.45, -22.57)","-26.49 (1.87, CI: -29.99, -22.64)","-216.23 (15.82, CI: -247.99, -185.97)","7.07",NA,"Yes"
"105","-3.05 (1.07, CI: -5.24, -1.06)","-6.02 (1, CI: -8.12, -4.2)","-8.99 (1.05, CI: -11.13, -7)","-12.02 (1.15, CI: -14.23, -9.72)","-15 (1.23, CI: -17.44, -12.63)","-17.76 (1.32, CI: -20.4, -15.23)","-20.17 (1.43, CI: -22.85, -17.26)","-22.12 (1.51, CI: -24.95, -19.04)","-23.66 (1.58, CI: -26.86, -20.67)","-24.83 (1.66, CI: -28, -21.51)","-25.66 (1.72, CI: -29.01, -22.26)","-26.23 (1.78, CI: -29.85, -22.87)","-26.59 (1.88, CI: -30.32, -22.95)","-217.44 (15.97, CI: -247.88, -185.28)","7.08",NA,"Yes"
"81","-3.1 (1.11, CI: -5.28, -0.91)","-6.04 (1.06, CI: -8.08, -3.93)","-9.01 (1.1, CI: -11.05, -6.73)","-12 (1.17, CI: -14.29, -9.71)","-14.95 (1.25, CI: -17.3, -12.41)","-17.74 (1.36, CI: -20.53, -15.22)","-20.15 (1.45, CI: -23.02, -17.32)","-22.09 (1.54, CI: -25.08, -19.06)","-23.64 (1.62, CI: -26.78, -20.42)","-24.8 (1.7, CI: -27.94, -21.29)","-25.62 (1.76, CI: -28.79, -21.9)","-26.2 (1.82, CI: -29.66, -22.53)","-26.55 (1.92, CI: -30.45, -22.93)","-217.07 (16.31, CI: -249.94, -186.02)","7.07",NA,"Yes"
"145","0.03 (0.75, CI: -1.41, 1.5)","-4.14 (0.65, CI: -5.42, -2.87)","-7.82 (0.65, CI: -9.12, -6.55)","-11.05 (0.7, CI: -12.46, -9.7)","-13.98 (0.8, CI: -15.58, -12.42)","-16.72 (0.92, CI: -18.53, -14.96)","-19.06 (1.05, CI: -21.14, -17.08)","-20.89 (1.19, CI: -23.26, -18.65)","-22.3 (1.32, CI: -24.92, -19.8)","-23.42 (1.47, CI: -26.32, -20.64)","-24.37 (1.63, CI: -27.54, -21.29)","-25.27 (1.78, CI: -28.73, -21.86)","-26.22 (1.96, CI: -30.06, -22.5)","-202.12 (12.59, CI: -226.76, -178.2)","3.84","1.13","Yes"
"193","0.04 (0.75, CI: -1.48, 1.48)","-4.14 (0.65, CI: -5.45, -2.88)","-7.83 (0.65, CI: -9.09, -6.56)","-11.06 (0.71, CI: -12.42, -9.64)","-14.01 (0.81, CI: -15.55, -12.38)","-16.75 (0.92, CI: -18.52, -14.94)","-19.1 (1.05, CI: -21.14, -17.05)","-20.94 (1.19, CI: -23.25, -18.64)","-22.36 (1.32, CI: -24.97, -19.75)","-23.48 (1.47, CI: -26.36, -20.58)","-24.44 (1.63, CI: -27.58, -21.24)","-25.34 (1.79, CI: -28.85, -21.83)","-26.3 (1.97, CI: -30.14, -22.44)","-202.58 (12.61, CI: -226.53, -178.22)","3.84","1.13","Yes"
"157","0.06 (0.76, CI: -1.39, 1.61)","-4.13 (0.66, CI: -5.41, -2.8)","-7.82 (0.66, CI: -9.06, -6.49)","-11.06 (0.71, CI: -12.38, -9.63)","-14 (0.81, CI: -15.55, -12.38)","-16.75 (0.93, CI: -18.52, -14.91)","-19.09 (1.07, CI: -21.13, -17.04)","-20.93 (1.21, CI: -23.24, -18.58)","-22.35 (1.34, CI: -24.94, -19.7)","-23.48 (1.49, CI: -26.4, -20.54)","-24.44 (1.64, CI: -27.67, -21.21)","-25.34 (1.8, CI: -28.92, -21.79)","-26.31 (1.98, CI: -30.23, -22.42)","-202.52 (12.75, CI: -227.22, -177.84)","3.86","1.12","Yes"
"181","0.05 (0.75, CI: -1.4, 1.56)","-4.14 (0.65, CI: -5.44, -2.83)","-7.81 (0.64, CI: -9.1, -6.52)","-11.05 (0.7, CI: -12.41, -9.62)","-13.99 (0.8, CI: -15.54, -12.38)","-16.72 (0.91, CI: -18.47, -14.91)","-19.06 (1.04, CI: -21.09, -16.98)","-20.9 (1.17, CI: -23.22, -18.61)","-22.31 (1.3, CI: -24.9, -19.78)","-23.44 (1.45, CI: -26.33, -20.62)","-24.4 (1.6, CI: -27.59, -21.25)","-25.3 (1.75, CI: -28.79, -21.88)","-26.27 (1.93, CI: -30.14, -22.53)","-202.23 (12.45, CI: -226.66, -177.33)","3.86","1.12","Yes"
"169","0.04 (0.76, CI: -1.46, 1.54)","-4.15 (0.65, CI: -5.41, -2.89)","-7.83 (0.65, CI: -9.1, -6.53)","-11.07 (0.71, CI: -12.45, -9.63)","-14.01 (0.81, CI: -15.55, -12.36)","-16.76 (0.92, CI: -18.62, -14.88)","-19.11 (1.06, CI: -21.28, -16.97)","-20.95 (1.2, CI: -23.37, -18.56)","-22.37 (1.34, CI: -25.05, -19.73)","-23.5 (1.49, CI: -26.44, -20.54)","-24.47 (1.65, CI: -27.7, -21.2)","-25.38 (1.81, CI: -28.98, -21.83)","-26.35 (2, CI: -30.4, -22.41)","-202.74 (12.72, CI: -227.88, -177.37)","3.86","1.13","Yes"
"180","-0.15 (0.23, CI: -0.61, 0.3)","-0.83 (0.2, CI: -1.23, -0.43)","-1.36 (0.24, CI: -1.82, -0.88)","-1.76 (0.3, CI: -2.34, -1.18)","-2.1 (0.37, CI: -2.81, -1.38)","-2.38 (0.44, CI: -3.24, -1.52)","-2.6 (0.52, CI: -3.6, -1.59)","-2.75 (0.6, CI: -3.91, -1.57)","-2.86 (0.68, CI: -4.19, -1.52)","-2.95 (0.77, CI: -4.47, -1.45)","-3.04 (0.86, CI: -4.72, -1.37)","-3.12 (0.96, CI: -5.01, -1.24)","-3.16 (1.07, CI: -5.27, -1.08)","-27.4 (6.19, CI: -39.37, -15.3)","0.49","0.78","Yes"
"156","-0.15 (0.23, CI: -0.62, 0.3)","-0.82 (0.2, CI: -1.21, -0.42)","-1.35 (0.24, CI: -1.8, -0.88)","-1.76 (0.3, CI: -2.33, -1.17)","-2.09 (0.37, CI: -2.81, -1.35)","-2.36 (0.45, CI: -3.26, -1.47)","-2.58 (0.53, CI: -3.62, -1.54)","-2.73 (0.61, CI: -3.94, -1.53)","-2.84 (0.7, CI: -4.22, -1.47)","-2.93 (0.78, CI: -4.47, -1.38)","-3.02 (0.88, CI: -4.74, -1.28)","-3.1 (0.98, CI: -5.01, -1.12)","-3.15 (1.09, CI: -5.24, -0.92)","-27.24 (6.33, CI: -39.58, -14.45)","0.48","0.78","Yes"
"192","-0.15 (0.23, CI: -0.61, 0.29)","-0.82 (0.2, CI: -1.22, -0.44)","-1.35 (0.24, CI: -1.82, -0.88)","-1.75 (0.3, CI: -2.34, -1.17)","-2.08 (0.37, CI: -2.79, -1.36)","-2.35 (0.44, CI: -3.21, -1.47)","-2.57 (0.52, CI: -3.55, -1.52)","-2.72 (0.6, CI: -3.86, -1.51)","-2.82 (0.68, CI: -4.12, -1.46)","-2.91 (0.76, CI: -4.38, -1.38)","-3 (0.85, CI: -4.63, -1.29)","-3.07 (0.95, CI: -4.91, -1.19)","-3.11 (1.07, CI: -5.19, -1.04)","-27.08 (6.18, CI: -38.97, -14.69)","0.5","0.78","Yes"
"168","-0.15 (0.23, CI: -0.58, 0.29)","-0.83 (0.2, CI: -1.22, -0.45)","-1.37 (0.24, CI: -1.83, -0.9)","-1.78 (0.3, CI: -2.37, -1.19)","-2.12 (0.37, CI: -2.84, -1.37)","-2.4 (0.44, CI: -3.26, -1.5)","-2.63 (0.52, CI: -3.63, -1.58)","-2.79 (0.6, CI: -3.96, -1.58)","-2.9 (0.69, CI: -4.23, -1.52)","-3 (0.77, CI: -4.51, -1.47)","-3.09 (0.86, CI: -4.8, -1.39)","-3.18 (0.96, CI: -5.09, -1.28)","-3.23 (1.07, CI: -5.38, -1.15)","-27.77 (6.24, CI: -40.09, -15.44)","0.48","0.78","Yes"
"204","-0.15 (0.23, CI: -0.61, 0.29)","-0.82 (0.2, CI: -1.2, -0.43)","-1.35 (0.24, CI: -1.8, -0.87)","-1.75 (0.3, CI: -2.32, -1.16)","-2.07 (0.37, CI: -2.79, -1.35)","-2.34 (0.44, CI: -3.19, -1.5)","-2.55 (0.52, CI: -3.54, -1.55)","-2.7 (0.6, CI: -3.86, -1.55)","-2.8 (0.68, CI: -4.13, -1.5)","-2.88 (0.77, CI: -4.39, -1.41)","-2.96 (0.86, CI: -4.66, -1.31)","-3.03 (0.96, CI: -4.94, -1.18)","-3.07 (1.07, CI: -5.2, -0.99)","-26.85 (6.22, CI: -39.13, -14.95)","0.49","0.78","Yes"
"220","-0.1 (0.25, CI: -0.57, 0.39)","-0.83 (0.21, CI: -1.24, -0.42)","-1.38 (0.26, CI: -1.88, -0.87)","-1.79 (0.32, CI: -2.39, -1.13)","-2.09 (0.39, CI: -2.85, -1.31)","-2.34 (0.46, CI: -3.22, -1.43)","-2.53 (0.54, CI: -3.58, -1.46)","-2.69 (0.63, CI: -3.9, -1.44)","-2.81 (0.71, CI: -4.18, -1.38)","-2.92 (0.81, CI: -4.48, -1.32)","-3 (0.91, CI: -4.74, -1.22)","-3.04 (1.01, CI: -4.98, -1.06)","-3.03 (1.13, CI: -5.18, -0.75)","-26.98 (6.52, CI: -39.41, -14.05)","0.47","0.87","Yes"
"216","-0.1 (0.25, CI: -0.59, 0.37)","-0.83 (0.21, CI: -1.25, -0.43)","-1.38 (0.26, CI: -1.91, -0.88)","-1.79 (0.32, CI: -2.41, -1.16)","-2.1 (0.39, CI: -2.86, -1.33)","-2.34 (0.46, CI: -3.26, -1.42)","-2.54 (0.55, CI: -3.63, -1.46)","-2.7 (0.64, CI: -3.97, -1.44)","-2.83 (0.72, CI: -4.26, -1.41)","-2.93 (0.82, CI: -4.54, -1.32)","-3.02 (0.91, CI: -4.82, -1.21)","-3.07 (1.01, CI: -5.07, -1.07)","-3.06 (1.13, CI: -5.25, -0.84)","-27.11 (6.56, CI: -40.11, -14.13)","0.46","0.88","Yes"
"208","-0.1 (0.25, CI: -0.57, 0.4)","-0.83 (0.21, CI: -1.24, -0.42)","-1.38 (0.26, CI: -1.91, -0.87)","-1.78 (0.32, CI: -2.44, -1.15)","-2.09 (0.39, CI: -2.86, -1.31)","-2.33 (0.47, CI: -3.26, -1.4)","-2.53 (0.56, CI: -3.64, -1.41)","-2.68 (0.64, CI: -3.97, -1.38)","-2.8 (0.73, CI: -4.27, -1.33)","-2.91 (0.83, CI: -4.55, -1.25)","-2.99 (0.93, CI: -4.86, -1.13)","-3.04 (1.04, CI: -5.11, -0.98)","-3.03 (1.16, CI: -5.32, -0.73)","-26.93 (6.68, CI: -40.1, -13.58)","0.47","0.87","Yes"
"150","-0.25 (0.29, CI: -0.82, 0.32)","-0.88 (0.24, CI: -1.35, -0.42)","-1.37 (0.26, CI: -1.88, -0.87)","-1.74 (0.31, CI: -2.35, -1.14)","-2.04 (0.37, CI: -2.77, -1.32)","-2.3 (0.44, CI: -3.17, -1.45)","-2.51 (0.52, CI: -3.52, -1.51)","-2.64 (0.59, CI: -3.81, -1.49)","-2.73 (0.68, CI: -4.04, -1.41)","-2.79 (0.76, CI: -4.28, -1.29)","-2.84 (0.86, CI: -4.51, -1.16)","-2.87 (0.96, CI: -4.76, -0.99)","-2.85 (1.09, CI: -4.98, -0.72)","-26.27 (6.28, CI: -38.59, -14.05)","1.7","0.76","Yes"
"174","-0.26 (0.29, CI: -0.82, 0.31)","-0.88 (0.24, CI: -1.36, -0.41)","-1.36 (0.26, CI: -1.89, -0.85)","-1.73 (0.31, CI: -2.37, -1.12)","-2.03 (0.38, CI: -2.79, -1.29)","-2.29 (0.45, CI: -3.19, -1.42)","-2.49 (0.53, CI: -3.55, -1.48)","-2.62 (0.61, CI: -3.84, -1.45)","-2.7 (0.69, CI: -4.08, -1.37)","-2.75 (0.77, CI: -4.3, -1.24)","-2.8 (0.87, CI: -4.52, -1.1)","-2.82 (0.97, CI: -4.78, -0.9)","-2.79 (1.1, CI: -5.02, -0.64)","-25.99 (6.38, CI: -38.83, -13.65)","1.7","0.76","Yes"
"184","-0.71 (0.6, CI: -1.92, 0.48)","-1.18 (0.52, CI: -2.22, -0.18)","-1.53 (0.52, CI: -2.55, -0.5)","-1.77 (0.57, CI: -2.91, -0.63)","-1.98 (0.66, CI: -3.26, -0.67)","-2.18 (0.75, CI: -3.64, -0.69)","-2.33 (0.86, CI: -4.01, -0.61)","-2.4 (0.97, CI: -4.28, -0.45)","-2.38 (1.1, CI: -4.51, -0.19)","-2.3 (1.23, CI: -4.7, 0.16)","-2.18 (1.39, CI: -4.9, 0.63)","-2.01 (1.58, CI: -5.12, 1.23)","-1.75 (1.81, CI: -5.34, 1.91)","-23.47 (10.57, CI: -43.5, -2.1)","3.44","0.98","Yes"
"148","-0.7 (0.59, CI: -1.89, 0.42)","-1.18 (0.51, CI: -2.21, -0.23)","-1.52 (0.51, CI: -2.53, -0.53)","-1.77 (0.57, CI: -2.85, -0.66)","-1.97 (0.65, CI: -3.21, -0.73)","-2.17 (0.75, CI: -3.62, -0.74)","-2.32 (0.86, CI: -3.98, -0.65)","-2.38 (0.97, CI: -4.25, -0.52)","-2.36 (1.1, CI: -4.48, -0.27)","-2.28 (1.24, CI: -4.7, 0.09)","-2.15 (1.39, CI: -4.9, 0.49)","-1.97 (1.58, CI: -5.03, 1.09)","-1.7 (1.8, CI: -5.27, 1.82)","-23.27 (10.55, CI: -43.59, -2.85)","3.44","0.98","Yes"
"186","-0.25 (0.28, CI: -0.81, 0.3)","-0.88 (0.24, CI: -1.36, -0.42)","-1.37 (0.26, CI: -1.88, -0.86)","-1.74 (0.31, CI: -2.35, -1.13)","-2.04 (0.38, CI: -2.79, -1.32)","-2.3 (0.45, CI: -3.19, -1.43)","-2.51 (0.52, CI: -3.55, -1.49)","-2.64 (0.6, CI: -3.84, -1.49)","-2.73 (0.68, CI: -4.07, -1.42)","-2.79 (0.77, CI: -4.3, -1.3)","-2.84 (0.86, CI: -4.55, -1.1)","-2.86 (0.97, CI: -4.79, -0.92)","-2.84 (1.1, CI: -5.02, -0.66)","-26.24 (6.33, CI: -38.75, -14.03)","1.7","0.76","Yes"
"212","-0.1 (0.25, CI: -0.6, 0.4)","-0.84 (0.21, CI: -1.25, -0.42)","-1.39 (0.26, CI: -1.91, -0.91)","-1.8 (0.33, CI: -2.44, -1.17)","-2.1 (0.4, CI: -2.88, -1.35)","-2.35 (0.47, CI: -3.27, -1.44)","-2.55 (0.56, CI: -3.63, -1.47)","-2.71 (0.64, CI: -3.96, -1.47)","-2.84 (0.73, CI: -4.28, -1.41)","-2.95 (0.83, CI: -4.59, -1.33)","-3.04 (0.93, CI: -4.89, -1.25)","-3.1 (1.04, CI: -5.18, -1.12)","-3.09 (1.17, CI: -5.47, -0.91)","-27.25 (6.7, CI: -40.42, -14.27)","0.46","0.9","Yes"
"198","-0.25 (0.3, CI: -0.85, 0.32)","-0.88 (0.25, CI: -1.37, -0.4)","-1.37 (0.26, CI: -1.89, -0.86)","-1.74 (0.31, CI: -2.35, -1.15)","-2.04 (0.37, CI: -2.78, -1.33)","-2.31 (0.44, CI: -3.17, -1.47)","-2.51 (0.52, CI: -3.54, -1.53)","-2.65 (0.6, CI: -3.84, -1.51)","-2.73 (0.68, CI: -4.08, -1.43)","-2.8 (0.77, CI: -4.29, -1.33)","-2.85 (0.86, CI: -4.54, -1.18)","-2.87 (0.97, CI: -4.79, -1.02)","-2.86 (1.09, CI: -5, -0.77)","-26.3 (6.3, CI: -38.66, -14.16)","1.7","0.76","Yes"
"162","-0.25 (0.28, CI: -0.83, 0.29)","-0.88 (0.24, CI: -1.36, -0.42)","-1.37 (0.26, CI: -1.88, -0.87)","-1.73 (0.31, CI: -2.32, -1.11)","-2.03 (0.37, CI: -2.73, -1.29)","-2.29 (0.44, CI: -3.12, -1.41)","-2.49 (0.52, CI: -3.48, -1.46)","-2.63 (0.59, CI: -3.76, -1.45)","-2.71 (0.67, CI: -3.99, -1.37)","-2.77 (0.76, CI: -4.23, -1.26)","-2.81 (0.85, CI: -4.46, -1.12)","-2.83 (0.95, CI: -4.69, -0.94)","-2.81 (1.08, CI: -4.9, -0.68)","-26.07 (6.23, CI: -37.9, -13.53)","1.7","0.76","Yes"
"154","-0.71 (0.56, CI: -1.75, 0.4)","-1.23 (0.48, CI: -2.17, -0.29)","-1.6 (0.49, CI: -2.57, -0.69)","-1.86 (0.54, CI: -2.92, -0.81)","-2.05 (0.63, CI: -3.28, -0.87)","-2.22 (0.72, CI: -3.63, -0.83)","-2.34 (0.83, CI: -3.95, -0.7)","-2.39 (0.94, CI: -4.2, -0.52)","-2.37 (1.06, CI: -4.44, -0.25)","-2.32 (1.19, CI: -4.65, 0.08)","-2.24 (1.34, CI: -4.87, 0.49)","-2.12 (1.52, CI: -5.07, 0.97)","-1.94 (1.73, CI: -5.31, 1.58)","-24.07 (10.17, CI: -43.97, -3.92)","3.22","0.96","Yes"
"172","-0.72 (0.6, CI: -1.91, 0.39)","-1.2 (0.51, CI: -2.21, -0.2)","-1.55 (0.52, CI: -2.58, -0.51)","-1.79 (0.58, CI: -2.94, -0.66)","-2 (0.66, CI: -3.29, -0.7)","-2.2 (0.76, CI: -3.69, -0.69)","-2.35 (0.87, CI: -4.06, -0.65)","-2.41 (0.99, CI: -4.34, -0.45)","-2.39 (1.11, CI: -4.58, -0.17)","-2.31 (1.25, CI: -4.76, 0.14)","-2.19 (1.4, CI: -4.98, 0.53)","-2.01 (1.59, CI: -5.13, 1.11)","-1.75 (1.82, CI: -5.3, 1.88)","-23.63 (10.69, CI: -44.43, -2.32)","3.44","0.98","Yes"
"190","-0.73 (0.57, CI: -1.85, 0.4)","-1.26 (0.49, CI: -2.2, -0.27)","-1.64 (0.5, CI: -2.59, -0.61)","-1.9 (0.56, CI: -2.97, -0.75)","-2.1 (0.65, CI: -3.34, -0.82)","-2.28 (0.74, CI: -3.7, -0.79)","-2.4 (0.85, CI: -4.05, -0.71)","-2.45 (0.97, CI: -4.31, -0.55)","-2.45 (1.09, CI: -4.55, -0.31)","-2.4 (1.22, CI: -4.76, -0.04)","-2.33 (1.37, CI: -4.96, 0.33)","-2.21 (1.54, CI: -5.18, 0.78)","-2.02 (1.76, CI: -5.41, 1.39)","-24.79 (10.41, CI: -44.83, -4.64)","3.22","0.97","Yes"
"202","-0.73 (0.56, CI: -1.85, 0.36)","-1.26 (0.48, CI: -2.21, -0.3)","-1.63 (0.49, CI: -2.57, -0.65)","-1.89 (0.55, CI: -2.94, -0.76)","-2.09 (0.64, CI: -3.31, -0.79)","-2.26 (0.74, CI: -3.69, -0.77)","-2.39 (0.85, CI: -4.03, -0.69)","-2.44 (0.96, CI: -4.32, -0.52)","-2.44 (1.09, CI: -4.58, -0.28)","-2.4 (1.22, CI: -4.81, 0.02)","-2.33 (1.37, CI: -5.05, 0.34)","-2.23 (1.54, CI: -5.28, 0.77)","-2.06 (1.75, CI: -5.51, 1.35)","-24.74 (10.38, CI: -44.89, -4)","3.21","0.96","Yes"
"166","-0.73 (0.57, CI: -1.89, 0.34)","-1.26 (0.49, CI: -2.23, -0.3)","-1.63 (0.49, CI: -2.6, -0.66)","-1.89 (0.55, CI: -2.95, -0.8)","-2.09 (0.63, CI: -3.3, -0.87)","-2.27 (0.72, CI: -3.65, -0.88)","-2.39 (0.82, CI: -3.99, -0.8)","-2.45 (0.93, CI: -4.24, -0.62)","-2.44 (1.05, CI: -4.45, -0.39)","-2.4 (1.17, CI: -4.67, -0.1)","-2.33 (1.32, CI: -4.91, 0.27)","-2.21 (1.49, CI: -5.16, 0.74)","-2.03 (1.7, CI: -5.36, 1.37)","-24.75 (10.04, CI: -44.24, -5.22)","3.21","0.96","Yes"
"178","-0.73 (0.57, CI: -1.89, 0.4)","-1.26 (0.49, CI: -2.22, -0.28)","-1.63 (0.49, CI: -2.57, -0.64)","-1.88 (0.55, CI: -2.94, -0.81)","-2.08 (0.63, CI: -3.31, -0.84)","-2.25 (0.73, CI: -3.68, -0.83)","-2.37 (0.83, CI: -4, -0.7)","-2.43 (0.94, CI: -4.28, -0.53)","-2.42 (1.06, CI: -4.52, -0.3)","-2.38 (1.2, CI: -4.73, 0.01)","-2.32 (1.34, CI: -4.93, 0.38)","-2.21 (1.52, CI: -5.16, 0.8)","-2.04 (1.73, CI: -5.46, 1.4)","-24.62 (10.2, CI: -44.56, -4.63)","3.21","0.97","Yes"
"196","-0.71 (0.6, CI: -1.9, 0.48)","-1.19 (0.52, CI: -2.19, -0.17)","-1.53 (0.52, CI: -2.55, -0.51)","-1.77 (0.58, CI: -2.9, -0.63)","-1.98 (0.66, CI: -3.27, -0.69)","-2.19 (0.76, CI: -3.65, -0.68)","-2.34 (0.87, CI: -4, -0.64)","-2.4 (0.99, CI: -4.29, -0.49)","-2.38 (1.11, CI: -4.49, -0.22)","-2.31 (1.25, CI: -4.72, 0.17)","-2.19 (1.41, CI: -4.96, 0.55)","-2.01 (1.6, CI: -5.2, 1.15)","-1.75 (1.83, CI: -5.38, 1.91)","-23.52 (10.74, CI: -44.22, -2.42)","3.44","0.98","Yes"
"160","-0.7 (0.59, CI: -1.84, 0.45)","-1.17 (0.51, CI: -2.17, -0.16)","-1.51 (0.52, CI: -2.52, -0.49)","-1.75 (0.58, CI: -2.88, -0.62)","-1.95 (0.66, CI: -3.25, -0.64)","-2.15 (0.76, CI: -3.67, -0.64)","-2.3 (0.86, CI: -4.04, -0.61)","-2.36 (0.98, CI: -4.3, -0.43)","-2.33 (1.1, CI: -4.51, -0.17)","-2.25 (1.24, CI: -4.72, 0.15)","-2.12 (1.4, CI: -4.89, 0.56)","-1.93 (1.58, CI: -5.07, 1.09)","-1.66 (1.82, CI: -5.29, 1.82)","-23.01 (10.65, CI: -44.39, -2.22)","3.45","0.98","Yes"
"159","-0.65 (1.08, CI: -2.8, 1.43)","-4.94 (0.95, CI: -6.81, -3.13)","-8.65 (0.92, CI: -10.46, -6.89)","-11.88 (0.96, CI: -13.76, -9.99)","-14.69 (1.05, CI: -16.69, -12.63)","-17.15 (1.17, CI: -19.34, -14.84)","-19.33 (1.3, CI: -21.81, -16.77)","-21.23 (1.45, CI: -24.03, -18.4)","-22.89 (1.6, CI: -25.97, -19.75)","-24.3 (1.77, CI: -27.67, -20.8)","-25.44 (1.95, CI: -29.23, -21.59)","-26.3 (2.16, CI: -30.49, -22.04)","-26.8 (2.4, CI: -31.43, -22.1)","-210.53 (15.93, CI: -241.01, -179.18)","5.77","1.31","Yes"
"224","-0.1 (0.25, CI: -0.59, 0.4)","-0.83 (0.21, CI: -1.26, -0.41)","-1.38 (0.26, CI: -1.9, -0.88)","-1.79 (0.33, CI: -2.43, -1.17)","-2.1 (0.4, CI: -2.89, -1.34)","-2.35 (0.47, CI: -3.3, -1.43)","-2.55 (0.56, CI: -3.68, -1.45)","-2.7 (0.64, CI: -4, -1.45)","-2.83 (0.73, CI: -4.31, -1.39)","-2.94 (0.83, CI: -4.63, -1.3)","-3.03 (0.93, CI: -4.91, -1.21)","-3.08 (1.03, CI: -5.16, -1.08)","-3.07 (1.15, CI: -5.32, -0.79)","-27.16 (6.68, CI: -40.51, -14.14)","0.47","0.88","Yes"
"191","0.21 (0.35, CI: -0.49, 0.88)","-4.27 (0.3, CI: -4.89, -3.67)","-8.14 (0.35, CI: -8.81, -7.45)","-11.47 (0.43, CI: -12.3, -10.63)","-14.36 (0.52, CI: -15.36, -13.3)","-16.85 (0.62, CI: -18.05, -15.6)","-19.02 (0.72, CI: -20.4, -17.59)","-20.92 (0.82, CI: -22.53, -19.3)","-22.61 (0.93, CI: -24.41, -20.8)","-24.07 (1.03, CI: -26.08, -22.05)","-25.27 (1.15, CI: -27.5, -23.03)","-26.15 (1.27, CI: -28.64, -23.67)","-26.62 (1.4, CI: -29.44, -23.91)","-206.33 (8.55, CI: -222.92, -189.79)","1.05","1.07","Yes"
"179","0.21 (0.35, CI: -0.48, 0.89)","-4.27 (0.3, CI: -4.88, -3.69)","-8.13 (0.35, CI: -8.81, -7.45)","-11.47 (0.43, CI: -12.31, -10.64)","-14.35 (0.52, CI: -15.38, -13.35)","-16.84 (0.62, CI: -18.07, -15.66)","-19.01 (0.72, CI: -20.43, -17.64)","-20.91 (0.82, CI: -22.56, -19.31)","-22.6 (0.92, CI: -24.45, -20.79)","-24.06 (1.03, CI: -26.11, -22.04)","-25.25 (1.14, CI: -27.55, -23.03)","-26.13 (1.26, CI: -28.66, -23.71)","-26.6 (1.39, CI: -29.39, -23.85)","-206.22 (8.48, CI: -223.37, -189.82)","1.06","1.07","Yes"
"167","0.22 (0.35, CI: -0.47, 0.91)","-4.26 (0.31, CI: -4.86, -3.68)","-8.12 (0.35, CI: -8.8, -7.44)","-11.46 (0.43, CI: -12.28, -10.61)","-14.35 (0.52, CI: -15.33, -13.32)","-16.84 (0.61, CI: -18.01, -15.61)","-19.01 (0.71, CI: -20.38, -17.58)","-20.91 (0.82, CI: -22.5, -19.25)","-22.6 (0.93, CI: -24.41, -20.73)","-24.06 (1.04, CI: -26.06, -21.97)","-25.25 (1.15, CI: -27.47, -22.9)","-26.13 (1.27, CI: -28.6, -23.52)","-26.6 (1.41, CI: -29.33, -23.71)","-206.18 (8.52, CI: -222.34, -189.1)","1.06","1.07","Yes"
"155","0.2 (0.36, CI: -0.5, 0.91)","-4.28 (0.31, CI: -4.89, -3.68)","-8.14 (0.35, CI: -8.83, -7.47)","-11.48 (0.43, CI: -12.31, -10.65)","-14.37 (0.52, CI: -15.39, -13.37)","-16.87 (0.61, CI: -18.08, -15.67)","-19.04 (0.71, CI: -20.45, -17.65)","-20.94 (0.82, CI: -22.56, -19.37)","-22.64 (0.92, CI: -24.45, -20.83)","-24.1 (1.03, CI: -26.12, -22.1)","-25.29 (1.14, CI: -27.5, -23.07)","-26.17 (1.26, CI: -28.61, -23.7)","-26.65 (1.39, CI: -29.38, -23.94)","-206.53 (8.44, CI: -223.35, -190.28)","1.06","1.07","Yes"
"210","-0.31 (0.38, CI: -1.04, 0.44)","-0.98 (0.3, CI: -1.58, -0.39)","-1.46 (0.31, CI: -2.08, -0.87)","-1.81 (0.35, CI: -2.5, -1.14)","-2.08 (0.4, CI: -2.87, -1.29)","-2.31 (0.47, CI: -3.22, -1.37)","-2.49 (0.55, CI: -3.56, -1.39)","-2.63 (0.63, CI: -3.88, -1.39)","-2.72 (0.71, CI: -4.15, -1.3)","-2.77 (0.8, CI: -4.37, -1.17)","-2.77 (0.9, CI: -4.57, -0.98)","-2.71 (1.02, CI: -4.76, -0.7)","-2.55 (1.18, CI: -4.88, -0.2)","-26.15 (6.65, CI: -39.39, -13.21)","2.39","0.84","Yes"
